0,0,0
90,-0.01081,-91.965
24.879,-0.025351,-26.237
20.146,-0.037772,-21.75
90,-0.013385,-92.594
0.0059845,-1.6482,-0.32661
0.03671,-1.2858,-0.61247
0.000421,-2.3886,-0.10282
0.00082586,-2.1227,-0.21429
0.0059845,-1.6482,-0.32661
