1518227.458,5260909.599,,,,,
1626242.82,5256516.593,,,,,
1625858.886,5255833.901,,,,,
1625797.298,5255673.084,,,,,
1625725.097,5255484.552,,,,,
1625621.108,5255285.743,,,,,
1625524.92,5255101.731,,,,,
1625424.626,5254818.347,,,,,
1625391.107,5254568.448,,,,,
1625307.626,5254402.033,,,,,
1625240.579,5253852.744,,,,,
1625240.562,5253685.819,,,,,
1625456.941,5253419.393,,,,,
1625473.722,5253335.919,,,,,
1625406.939,5253252.956,,,,,
1625373.427,5253036.551,,,,,
1625389.911,5252953.078,,,,,
1625745.838,5252488.666,,,,,
1625772.996,5252453.229,,,,,
1625784.829,5252450.431,,,,,
1625867.996,5252430.763,,,,,
1626056.373,5252386.213,,,,,
1626106.343,5252319.736,,,,,
1626039.321,5251919.898,,,,,
1625989.334,5251853.431,,,,,
1625755.606,5251687.025,,,,,
1625696.164,5251678.546,,,,,
1625405.546,5251637.086,,,,,
1625188.811,5251487.676,,,,,
1624821.912,5251104.874,,,,,
1624621.456,5250821.501,,,,,
1624621.45,5250777.212,,,,,
1624621.415,5250505.126,,,,,
1624554.632,5250405.176,,,,,
1624538.96,5250396.659,,,,,
1624187.75,5250205.797,,,,,
1624104.277,5250122.343,,,,,
1623970.801,5249855.968,,,,,
1623870.622,5249739.522,,,,,
1623703.644,5249390.183,,,,,
1623626.669,5249307.919,,,,,
1623470.229,5249290.244,,,,,
1623253.289,5249073.857,,,,,
1623070.058,5249007.411,,,,,
1622853.143,5248990.944,,,,,
1622686.717,5249057.43,,,,,
1622386.874,5249374.346,,,,,
1622353.387,5249357.86,,,,,
1622353.362,5249190.923,,,,,
1622403.324,5249040.974,,,,,
1622636.516,5248891.005,,,,,
1622869.923,5248890.975,,,,,
1623019.849,5248774.008,,,,,
1622786.113,5248507.642,,,,,
1622702.623,5248341.216,,,,,
1622636.146,5248291.246,,,,,
1622352.513,5247891.928,,,,,
1622168.755,5247675.542,,,,,
1622018.812,5247609.085,,,,,
1621935.331,5247525.622,,,,,
1621935.331,5247475.642,,,,,
1621935.323,5247425.663,,,,,
1621651.682,5246942.891,,,,,
1621417.946,5246710.009,,,,,
1621284.47,5246443.632,,,,,
1621134.305,5246277.216,,,,,
1620867.37,5245860.911,,,,,
1620650.406,5245428.099,,,,,
1620416.983,5245278.189,,,,,
1620183.246,5245028.82,,,,,
1620049.779,5244812.414,,,,,
1620033.065,5244678.972,,,,,
1620066.254,5244645.979,,,,,
1620066.246,5244579.002,,,,,
1619983.07,5244512.546,,,,,
1619949.575,5244429.083,,,,,
1619665.861,5244163.216,,,,,
1619532.706,5244096.76,,,,,
1618932.095,5243647.501,,,,,
1618365.087,5243314.7,,,,,
1618031.682,5242964.871,,,,,
1617297.934,5242582.608,,,,,
1616914.271,5242466.192,,,,,
1616497.411,5242183.35,,,,,
1616147.334,5242000.467,,,,,
1616047.056,5241884.021,,,,,
1615630.517,5241801.098,,,,,
1615480.262,5241667.665,,,,,
1615346.811,5241634.692,,,,,
1615163.374,5241534.751,,,,,
1614929.967,5241534.772,,,,,
1614563.406,5241418.366,,,,,
1614296.505,5241401.898,,,,,
1613879.892,5241568.874,,,,,
1613696.759,5241568.894,,,,,
1613596.499,5241485.932,,,,,
1613513.009,5241303.018,,,,,
1613210.728,5241113.044,,,,,
1613062.959,5241020.177,,,,,
1612645.802,5240787.314,,,,,
1612379.206,5240737.354,,,,,
1612112.494,5240637.425,,,,,
1612098.5,5240635.425,,,,,
1611879.087,5240604.461,,,,,
1611528.705,5240354.592,,,,,
1611378.746,5240171.679,,,,,
1611078.333,5239872.33,,,,,
1611063.037,5239845.236,,,,,
1610928.168,5239605.944,,,,,
1610811.399,5239505.995,,,,,
1610743.09,5239413.643,,,,,
1610678.838,5239326.582,,,,,
1610577.761,5239189.639,,,,,
1610394.299,5238873.284,,,,,
1609383.391,5237754.911,,,,,
1608769.769,5237026.16,,,,,
1608369.861,5236426.431,,,,,
1607786.526,5235709.757,,,,,
1607636.559,5235426.385,,,,,
1607497.493,5235210.101,,,,,
1607186.674,5234726.698,,,,,
1607020.009,5234426.828,,,,,
1606753.289,5234076.48,,,,,
1606720.091,5233976.521,,,,,
1606836.522,5233793.588,,,,,
1606803.234,5233693.628,,,,,
1606686.563,5233560.185,,,,,
1606436.648,5233393.779,,,,,
1606203.242,5233426.782,,,,,
1605986.533,5233426.802,,,,,
1605586.7,5233576.771,,,,,
1605136.674,5233559.825,,,,,
1604919.974,5233643.308,,,,,
1604803.328,5233793.258,,,,,
1604603.424,5233926.22,,,,,
1604003.358,5233942.767,,,,,
1603703.472,5233859.323,,,,,
1603318.153,5233695.817,,,,,
1603153.466,5233625.962,,,,,
1603033.605,5233566.094,,,,,
1602553.375,5233326.122,,,,,
1601803.622,5232792.891,,,,,
1600936.926,5232393.113,,,,,
1600687.003,5232159.72,,,,,
1600386.903,5231942.825,,,,,
1600120.183,5231676.449,,,,,
1599978.033,5231569.87,,,,,
1599853.571,5231476.549,,,,,
1599820.273,5231376.589,,,,,
1599687.111,5231193.167,,,,,
1599220.273,5230943.297,,,,,
1598837.113,5230842.868,,,,,
1598353.783,5230609.496,,,,,
1597853.772,5230526.063,,,,,
1597737.011,5230443.1,,,,,
1597487.104,5230359.656,,,,,
1597303.658,5230176.234,,,,,
1596720.355,5229826.415,,,,,
