0,0,0
100,-0.010436,-102.08
2.0873,-0.20744,-3.2429
2.8137,-0.19617,-4.2073
44.735,-0.02664,-47.587
0.003276,-1.8135,-0.31004
0.027486,-1.4215,-0.77332
0.00755,-1.581,-0.098026
0.00050064,-2.2504,-0.27052
0.003276,-1.8135,-0.31004
